sg;quality;size;#conditions;description
250;0.02667;9;8;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b < 1.70000 && b < 1.55000 && b < 1.10000
251;0.02667;9;8;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b < 1.55000 && b < 1.55000 && b < 1.10000
252;0.02222;5;3;b > 1.15000 && b < 1.80000 && b < 1.30000
253;0.02222;5;3;b > 1.15000 && b < 1.80000 && b < 1.30000
254;0.02222;35;3;b > 0.20000 && b < 2.00000 && b > 1.40000
255;0.02222;5;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.10000 && b < 1.30000
256;0.02222;5;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.10000 && b < 1.30000
257;0.01333;78;2;b < 1.50000 && b < 1.40000
258;0.01333;6;3;b > 1.15000 && b < 1.80000 && b > 1.50000
259;0.01333;6;4;b < 1.90000 && b > 0.40000 && b < 1.80000 && b > 1.50000
260;0.01333;6;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 1.50000
261;0.01333;6;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b > 1.50000
262;0.01333;6;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b > 1.50000
263;0.01333;6;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 1.50000
264;0.01333;6;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.50000
265;0.01333;6;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b > 1.50000
266;0.01333;6;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b > 0.45000 && b > 1.50000
267;0.01333;6;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.75000 && b > 1.50000
268;0.01333;6;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.10000 && b > 1.50000
269;0.01333;6;8;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.75000 && b > 0.45000 && b > 1.50000
270;0.01333;6;8;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.75000 && b < 1.75000 && b > 1.50000
271;0.01111;4;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b > 1.50000
272;0.01111;4;4;b > 0.20000 && b < 1.70000 && b > 0.40000 && b > 1.55000
273;0.01111;4;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.65000 && b > 1.50000
274;0.01111;4;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b > 1.50000
275;0.01111;4;5;b < 1.90000 && b > 0.40000 && b < 1.80000 && b < 1.70000 && b > 1.55000
276;0.01111;4;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b > 1.50000
277;0.01111;4;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b > 0.45000 && b < 1.70000 && b > 1.55000
278;0.01111;4;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b < 1.70000 && b > 1.50000
279;0.01111;4;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b < 1.70000 && b > 1.55000
280;0.01111;4;8;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b > 0.45000 && b < 1.70000 && b > 1.50000
281;0.01111;4;8;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b > 0.45000 && b < 1.70000 && b > 1.55000
282;0.00889;26;3;b > 0.20000 && b < 1.70000 && b < 1.15000
283;0.00889;26;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.20000
284;0.00889;26;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.20000
285;0.00889;26;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.20000
286;0.00889;26;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.75000 && b < 1.20000
287;0.00889;26;8;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.75000 && b < 1.75000 && b < 1.20000
288;0.00222;2;3;b > 1.15000 && b < 1.80000 && b > 1.60000
289;0.00222;2;5;b < 1.90000 && b > 0.20000 && b > 0.80000 && b < 1.80000 && b > 1.60000
290;0.00222;2;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b > 0.45000 && b > 1.10000 && b > 1.60000
291;-0.00444;23;2;b > 0.20000 && b < 1.05000
292;-0.00667;18;2;b < 1.90000 && b > 1.50000
293;-0.00667;18;3;b < 1.90000 && b > 0.40000 && b > 1.50000
294;-0.00667;18;3;b < 1.90000 && b > 0.20000 && b > 1.55000
295;-0.00667;18;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b > 1.50000
296;-0.01333;72;2;b > 1.15000 && b > 1.35000
297;-0.01333;6;1;b < 0.20000
298;-0.01333;6;2;b < 1.90000 && b < 0.20000
299;-0.01333;6;2;b < 1.50000 && b < 0.20000
300;-0.01556;7;3;b > 0.20000 && b < 1.70000 && b < 0.40000
301;-0.01778;14;3;b < 1.90000 && b > 0.40000 && b > 1.60000
302;-0.01778;14;4;b < 1.90000 && b > 0.20000 && b > 0.80000 && b > 1.65000
303;-0.02889;19;3;b > 0.20000 && b < 2.00000 && b > 1.65000
304;-0.03111;14;4;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 0.45000
305;-0.03111;14;5;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 0.45000
306;-0.03111;14;6;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 0.45000
307;-0.03111;14;7;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.75000 && b < 0.45000
308;-0.03111;14;8;b < 1.90000 && b > 0.20000 && b < 1.80000 && b < 1.75000 && b < 1.75000 && b < 1.75000 && b < 1.75000 && b < 0.45000
309;-0.03556;16;3;b < 1.90000 && b > 0.20000 && b < 0.80000
310;-0.03556;16;3;b > 0.20000 && b < 2.00000 && b < 1.00000
311;-0.03778;17;2;b > 1.15000 && b > 2.10000
312;-0.03778;17;2;b > 1.25000 && b > 2.15000
313;-0.04222;64;2;b > 0.20000 && b > 1.40000
314;-0.04222;64;2;b > 1.25000 && b > 1.40000
315;-0.04444;65;1;b < 1.25000
316;-0.04444;65;2;b < 1.90000 && b < 1.30000
317;-0.04444;65;2;b < 1.50000 && b < 1.30000
318;-0.05111;23;2;b > 0.20000 && b > 2.00000
319;-0.05111;23;2;b > 1.15000 && b > 2.00000
320;-0.06444;29;1;b > 1.90000
321;-0.06444;29;2;b > 1.25000 && b > 1.95000
322;-0.06667;60;1;b < 1.15000
323;-0.07556;34;2;b > 1.15000 && b > 1.80000
324;-0.07556;34;2;b < 1.50000 && b < 0.25000
325;-0.07556;34;2;b > 1.25000 && b > 1.85000
326;-0.08222;52;1;b > 1.50000
327;-0.08222;52;2;b > 1.15000 && b > 1.50000
328;-0.09111;41;2;b < 1.90000 && b < 0.40000
329;-0.09333;48;2;b > 1.25000 && b > 1.60000
330;-0.09556;46;2;b > 0.20000 && b > 1.70000
331;-0.11111;50;2;b < 1.50000 && b < 1.00000
